tweet_id,date,source,text,rating_numerator,rating_denominator,name,stade_chien,single_rate,jpg_url,race_chien,retweeted,favorited,favorite_count,retweet_count,is_quote_status,langue
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her .,13,10,Canela,,1.3,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,False,False,69871,18781,False,Anglais
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) .,13,10,,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,False,False,34222,10737,False,Anglais
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof .,12,10,,,1.2,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,False,False,31061,6167,False,Anglais
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in .,13,10,Maya,,1.3,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,False,False,35859,8084,False,Anglais
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff .",13,10,Mingus,,1.3,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,False,False,12306,3443,False,Anglais
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal .,13,10,Derek,,1.3,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,,False,False,22798,4610,False,Anglais
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe .,12,10,Roscoe,pupper,1.2,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,False,False,21524,3316,False,Anglais
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles .,13,10,Waffles,,1.3,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,False,False,28469,6523,False,Anglais
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution .,12,10,Jimbo,,1.2,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,False,False,33382,7097,False,Anglais
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly .,13,10,Maisey,,1.3,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,False,False,36689,6683,False,Anglais
885311592912609280,2017-07-13 01:35:06+00:00,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well .,13,10,Lilly,,1.3,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,False,False,0,19297,False,Anglais
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 .,13,10,,,1.3,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,False,False,22367,4556,False,Anglais
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl .",12,10,Earl,,1.2,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,False,False,68152,16439,False,Anglais
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola .,13,10,Lola,,1.3,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,False,False,28514,6096,False,Anglais
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin .,13,10,Kevin,,1.3,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,False,False,24765,5100,False,Anglais
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) .",14,10,,,1.4,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,False,False,27478,5856,False,Anglais
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo .,12,10,Yogi,doggo,1.2,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,False,False,20771,3128,False,Anglais
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy .,12,10,Noah,,1.2,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,False,False,22349,3586,False,Anglais
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 .",14,10,Bella,,1.4,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden_retriever,False,False,46860,10407,False,Anglais
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck .,13,10,Grizzwald,floofer,1.3,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,False,False,22986,3825,False,Anglais
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat .",13,10,,,1.3,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden_retriever,False,False,37914,6949,False,Anglais
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy .,13,10,Rusty,,1.3,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,False,False,24445,4122,False,Anglais
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl .,12,10,Gus,pupper,1.2,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,False,False,28903,5134,False,Anglais
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) .,13,10,Stanley,,1.3,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,False,False,28382,6342,False,Anglais
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 .,13,10,Alfy,,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden_retriever,False,False,45880,12118,False,Anglais
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko .",13,10,Koko,,1.3,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Golden_retriever,False,False,29900,5203,False,Anglais
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable .,12,10,Rey,,1.2,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,False,False,24773,3533,False,Anglais
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely .,13,10,Gary,,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,False,False,51522,11099,False,Anglais
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) .",14,10,,pupper,1.4,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,False,False,50199,16570,False,Anglais
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet .,12,10,Elliot,,1.2,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,,False,False,23501,5358,False,Anglais
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking .,13,10,Louis,,1.3,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,,False,False,17346,2886,False,Anglais
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 .,12,10,,,1.2,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,False,False,21734,3989,False,Anglais
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop .,12,10,Bella,,1.2,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden_retriever,False,False,29075,6546,False,Anglais
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well .,12,10,Jesse,,1.2,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,False,False,27640,4436,False,Anglais
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 .,11,10,,,1.1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature_pinscher,False,True,28150,4533,False,Anglais
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 .,13,10,Romeo,,1.3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,False,False,22667,3642,False,Anglais
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 .,12,10,Bailey,,1.2,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,False,False,23822,3323,False,Anglais
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) .,13,10,Duddles,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,False,False,107956,45849,False,Anglais
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by .,12,10,Jack,,1.2,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,False,False,17099,3261,False,Anglais
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet .,11,10,Steven,,1.1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,,False,False,23022,4941,False,Anglais
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs .,13,10,Beau,,1.3,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,False,False,19317,2812,False,Anglais
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth .,13,10,Snoopy,puppo,1.3,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,False,False,19763,4319,False,Anglais
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY .",13,10,Shadow,,1.3,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,False,False,7913,1349,False,Anglais
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved .,14,10,Emmy,,1.4,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,False,False,42876,7181,False,Anglais
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again .,13,10,Aja,,1.3,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_bay_retriever,False,False,71144,17300,False,Anglais
877611172832227328,2017-06-21 19:36:23+00:00,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 .,14,10,,pupper,1.4,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,False,False,0,83,False,Anglais
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options .,12,10,Penny,,1.2,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,False,False,23258,3994,False,Anglais
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy .",13,10,Dante,,1.3,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,False,False,27907,5414,False,Anglais
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop .,12,10,Nelly,,1.2,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,False,False,27755,5880,False,Anglais
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately .,12,10,Ginger,pupper,1.2,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,False,False,21125,3506,False,Anglais
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy .,13,10,Benedict,,1.3,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden_retriever,False,False,19163,2511,False,Anglais
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite .",13,10,Venti,,1.3,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,False,False,28490,4903,False,Anglais
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl .",13,10,Goose,,1.3,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,False,False,25773,4497,False,Anglais
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene .,13,10,Nugget,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,False,False,22185,5081,False,Anglais
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck .,12,10,,,1.2,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_highland_white_terrier,False,False,26022,4922,False,Anglais
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly .,12,10,Cash,,1.2,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,False,False,28439,4875,False,Anglais
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract .,13,10,Jed,pupper,1.3,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker_spaniel,False,False,26651,4308,False,Anglais
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 .",12,10,,,1.2,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-coated_retriever,False,False,23134,4125,False,Anglais
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo .",13,10,Sebastian,puppo,1.3,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,False,False,35501,11007,False,Anglais
873697596434513921,2017-06-11 00:25:14+00:00,Twitter for iPhone,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter .,14,10,Walter,,1.4,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French_bulldog,False,False,0,12518,False,Anglais
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly .",13,10,,,1.3,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,False,False,24837,4143,False,Anglais
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD .",12,10,Sierra,pupper,1.2,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla,False,False,7467,1667,False,Anglais
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo .,12,10,,doggo,1.2,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,False,False,28031,5669,False,Anglais
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 .",13,10,,,1.3,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug,False,False,15029,3884,False,Anglais
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... .,13,10,Monkey,,1.3,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker_spaniel,False,False,21309,3911,False,Anglais
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 .,12,10,,,1.2,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,False,False,41606,9429,False,Anglais
